Name,Age,Nationality,Position,Finishing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Balance,ShotPower,Jumping,Stamina,Strength,quality_level
L. Spinazzola,25,Italy,LM,60,74,70,77,83,74,61,68,76,89,72,A
K. Tierney,21,Scotland,LB,49,72,64,87,91,73,74,79,65,88,75,A
M. Darmian,28,Italy,LB,55,76,66,73,73,77,76,69,68,75,64,A
Jesus Andradaldo,26,Brazil,RB,36,76,67,69,76,80,58,56,77,76,58,A
J. Gélin,21,France,CB,30,70,67,59,66,61,61,52,71,69,72,A
Ricardo Goulart,27,Brazil,CF,77,81,74,80,77,72,80,76,66,75,65,A
L. López,28,Argentina,CB,48,66,58,64,66,64,55,67,87,55,79,A
M. Moralez,31,Argentina,LCM,72,74,72,84,68,83,78,69,32,73,33,A
E. Valencia,28,Ecuador,ST,75,68,63,88,87,80,77,80,90,80,74,A
M. Wagué,27,Mali,CB,31,49,51,49,59,46,46,44,68,67,90,A
B. Traoré,22,Burkina Faso,RM,75,77,69,85,90,88,71,76,78,75,64,A
Omar Ramos,30,Spain,RM,63,71,65,78,74,84,78,62,67,66,55,A
A. Chumacero,27,Bolivia,CM,61,78,73,75,70,76,92,77,68,86,68,A
P. Cutrone,20,Italy,RS,80,70,34,75,77,69,76,74,75,72,74,A
N. Kanté,27,France,LDM,65,86,81,82,78,82,92,71,77,96,76,A
A. Fernández,32,Argentina,LDM,69,81,80,69,71,75,79,74,59,75,73,A
O. Etebo,22,Nigeria,RCM,60,75,73,83,78,85,78,81,81,73,71,A
Saúl Berjón,32,Spain,LM,70,76,74,77,77,73,74,80,70,68,74,A
Rúben Dias,21,Portugal,RCB,29,69,44,63,64,47,56,54,76,77,78,A
C. Sánchez,32,Colombia,CDM,48,78,76,69,66,64,41,72,75,77,85,A
Castro,30,Portugal,CAM,66,74,72,68,66,77,72,84,67,75,77,A
J. Briand,32,France,ST,79,77,68,66,71,77,66,77,82,69,77,A
R. Aguilar,25,France,RWB,35,71,68,85,82,79,80,60,73,85,58,A
Alfa Semedo,20,Guinea Bissau,CDM,48,74,75,68,69,54,50,79,62,89,85,A
J. Brooks,25,United States,LCB,39,73,72,66,76,57,51,50,72,61,84,A
Alcalá,29,Spain,CB,30,71,66,31,42,35,31,80,62,67,91,A
E. Badu,27,Ghana,CM,60,76,69,86,75,88,81,76,90,91,66,A
D. Zurutuza,31,France,LDM,74,78,73,63,59,71,55,65,44,61,72,A
O. Şahiner,26,Turkey,RM,62,73,66,81,81,78,79,74,81,74,57,A
K. Rausch,28,Russia,LB,62,72,71,79,79,75,70,72,74,77,72,A
Diego Lopes,24,Brazil,CAM,65,72,68,74,72,81,84,69,49,69,33,A
J. Djourou,31,Switzerland,CB,35,58,44,65,72,53,37,42,66,54,87,A
Matheus Pereira,22,Brazil,RM,73,73,63,79,79,83,88,74,66,74,55,A
T. Mykhalyk,34,Ukraine,CB,40,77,72,52,66,62,57,50,70,69,80,A
T. Monconduit,27,France,RDM,49,76,74,62,69,65,61,65,69,85,75,A
Allan Bardinho,26,Brazil,RAM,71,75,76,66,68,82,81,66,46,61,55,A
Gayà,23,Spain,LB,61,81,75,86,87,79,83,62,54,83,61,A
M. Marega,27,Mali,RS,80,68,52,87,88,67,50,86,74,91,90,A
M. Matip,32,Cameroon,CB,39,65,63,67,71,65,60,66,84,70,78,A
M. Tisserand,25,DR Congo,CB,56,70,72,68,69,65,65,67,72,75,77,A
Y. Karamoh,19,France,RM,68,70,63,84,79,73,65,69,68,72,61,A
Sergio Álvarez,26,Spain,CDM,60,73,75,70,69,72,60,80,73,90,76,A
C. Benteke,27,Belgium,ST,75,64,48,59,68,66,46,78,82,66,87,A
José Cañas,31,Spain,RDM,35,74,72,55,52,57,68,54,60,74,72,A
Aduriz,37,Spain,ST,83,72,52,64,66,50,55,82,90,60,82,A
A. Diakhaby,21,France,RM,75,72,55,87,85,78,64,71,70,59,57,A
A. Rodríguez,29,Colombia,ST,74,63,38,71,75,59,54,74,50,69,83,A
Ganso,28,Brazil,CAM,72,82,80,36,34,68,54,77,29,56,67,A
T. Stepanenko,28,Ukraine,RDM,53,81,77,71,64,60,73,75,71,82,76,A
I. Nestorovski,28,FYR Macedonia,ST,80,61,37,74,71,67,74,68,72,86,81,A
L. Waldschmidt,22,Germany,LS,73,74,56,76,77,79,73,77,63,68,61,A
A. Barnes,28,Austria,ST,77,70,63,64,60,68,71,81,82,77,78,A
G. Carrillo,27,Argentina,RS,75,64,57,57,62,66,62,75,78,71,79,A
A. El Ghazi,23,Netherlands,RM,73,72,54,76,82,67,52,83,52,72,77,A
Zubeldia,21,Spain,CM,64,77,78,65,58,64,59,63,70,65,67,A
F. Mora,24,Chile,RS,77,66,64,84,78,75,69,75,81,71,71,A
Nani,31,Portugal,LM,70,79,77,77,74,92,77,85,37,74,62,A
Iuri Medeiros,23,Portugal,RM,72,76,72,79,68,88,92,78,61,53,41,A
Angeliño,21,Spain,LB,56,76,74,87,85,75,82,80,80,86,72,A
E. Terranova,31,Italy,RCB,21,54,53,67,68,62,52,66,90,53,84,A
I. Marcone,28,Argentina,RDM,48,80,83,54,34,60,57,73,35,86,85,A
N. Bentaleb,23,Algeria,CM,62,80,76,66,64,75,71,83,53,75,72,A
W. Janssen,31,Netherlands,LCB,60,73,74,42,42,64,64,74,83,73,74,A
André Geraldes,27,Portugal,RB,36,72,54,76,78,67,72,55,80,77,71,A
C. Luyindama,24,DR Congo,RCB,19,62,67,66,78,53,46,68,72,73,92,A
Bruno Gaspar,25,Portugal,RB,50,70,66,79,85,84,78,68,79,78,64,A
Salvi Sánchez,27,Spain,RM,64,72,69,89,88,72,84,62,61,75,44,A
O. Gonzalez,29,United States,RCB,31,57,64,48,68,42,32,47,85,76,92,A
S. Aurier,25,Ivory Coast,RB,54,78,72,79,78,73,76,71,94,77,74,A
F. Caputo,30,Italy,LS,77,66,52,85,88,86,77,73,92,74,74,A
O. Dembélé,21,France,RW,78,78,70,93,92,90,85,83,59,73,46,A
Eraso,28,Spain,CAM,78,80,79,59,59,44,58,70,73,85,67,A
A. Bălută,24,Romania,RM,66,70,62,89,86,90,84,60,63,75,62,A
L. Fejsa,29,Serbia,CDM,49,78,74,52,55,57,58,73,73,90,78,A
N. Lombaerts,33,Belgium,LCB,38,73,70,33,40,42,54,67,33,62,78,A
J. Basanta,34,Argentina,CB,41,62,61,60,55,34,35,67,72,53,76,A
A. Jahović,31,FYR Macedonia,ST,79,63,43,63,64,55,47,77,54,55,91,A
M. Gaćinović,23,Serbia,CM,72,78,72,78,78,90,79,65,64,77,53,A
Pedro Henrique,25,Brazil,LCB,35,67,42,48,47,42,33,68,37,76,90,A
T. Minamino,23,Japan,ST,75,68,64,88,83,86,78,71,75,72,56,A
Y. Poulsen,24,Denmark,RW,72,74,48,79,79,75,55,73,83,87,78,A
Jorge,22,Brazil,LB,41,75,66,81,77,78,62,74,55,78,59,A
A. Dzagoev,28,Russia,RDM,70,79,76,81,69,71,72,76,73,74,66,A
F. Kostić,25,Serbia,LM,64,64,59,89,84,77,72,77,66,74,74,A
Thiago Silva,33,Brazil,RCB,38,80,80,70,72,68,68,71,90,74,82,A
V. Cantillo,24,Colombia,LDM,34,76,73,64,68,69,65,47,73,79,75,A
Soldado,33,Spain,ST,77,78,58,56,60,65,64,79,76,55,70,A
T. Kolodziejczak,26,France,LB,26,71,67,78,77,70,54,47,79,78,80,A
Rafinha,32,Brazil,RB,37,78,64,76,68,79,79,58,53,71,53,A
A. Chávez,27,Argentina,LS,73,64,62,75,79,73,66,81,84,82,83,A
J. Rodríguez,24,Uruguay,LS,71,67,55,87,82,75,77,79,71,85,74,A
Y. Sanogo,25,France,ST,74,73,56,67,67,58,37,76,74,68,79,A
M. Halstenberg,26,Germany,LB,57,76,62,66,69,65,59,79,83,79,78,A
B. Bereszyński,25,Poland,LB,50,68,62,85,87,76,72,64,70,79,69,A
R. Holding,22,England,CB,30,72,61,58,61,58,67,48,75,68,76,A
C. Tolisso,23,France,CM,75,84,86,75,66,75,74,82,90,87,77,A
B. Bourigeaud,24,France,LM,70,79,75,73,70,70,69,77,71,77,65,A
K. Adénon,32,Benin,RCB,39,59,61,62,60,67,69,35,83,69,76,A
M. Fernández,32,Chile,LDM,61,78,76,75,71,76,74,78,66,64,60,A
P. Lees-Melou,25,France,RCM,70,79,79,74,74,75,59,70,61,86,71,A
J. Ward-Prowse,23,England,RM,61,84,82,66,57,75,77,74,66,78,57,A
Borja Mayoral,21,Spain,ST,79,69,43,68,72,73,66,75,68,42,62,A
Juiano Mestres,34,Brazil,RCB,56,67,58,68,74,61,63,74,91,76,79,A
S. Thioub,23,France,RM,73,68,61,88,85,76,80,70,54,72,71,A
A. Touré,22,Mali,RB,60,71,55,72,74,64,64,55,74,76,74,A
Édundo Oliveira,26,Brazil,LCB,41,67,66,55,56,54,57,53,78,61,82,A
Kenedy,22,Brazil,LM,65,72,66,79,80,83,68,75,68,72,67,A
E. Dier,24,England,CDM,52,77,78,62,68,52,38,82,77,78,89,A
L. Bittencourt,24,Germany,LM,65,79,72,90,79,92,90,70,72,78,48,A
M. Morozyuk,30,Ukraine,RB,59,76,68,74,75,78,85,68,63,82,37,A
Fabrio Farinha,26,Brazil,LAM,65,77,74,74,75,82,62,55,64,58,60,A
Borja García,27,Spain,LM,77,82,80,81,77,75,77,67,72,67,67,A
Y. Kaboul,32,France,CB,21,64,54,34,48,49,44,75,76,43,84,A
J. Lucero,26,Argentina,ST,70,70,60,84,79,84,69,71,72,65,70,A
R. Lukaku,25,Belgium,ST,87,77,73,77,90,60,46,88,71,84,94,A
B. Pearson,23,England,RDM,47,71,67,71,69,70,75,63,85,90,78,A
Tarantini,34,Portugal,RCM,64,78,73,51,52,57,52,75,69,54,78,A
N. Gudelj,26,Serbia,CDM,58,78,76,59,65,62,57,85,67,91,88,A
Daniel Podence,22,Portugal,LM,64,74,66,94,92,92,94,65,66,72,30,A
Gerso,27,Guinea Bissau,RW,64,69,53,92,93,91,93,68,43,75,32,A
R. Thomas,30,France,LCB,22,69,68,51,53,52,50,64,67,55,82,A
A. Oxlade-Chamberlain,24,England,CM,69,80,75,84,85,81,88,80,69,82,72,A
R. Ruidíaz,27,Peru,ST,80,66,53,79,86,83,79,76,74,76,49,A
F. Di Santo,29,Argentina,ST,70,76,63,68,69,66,59,77,60,69,77,A
Parejo,29,Spain,RCM,79,90,87,51,43,66,72,78,51,78,72,A
L. Freeman,26,England,LM,65,71,67,78,76,86,78,68,75,72,54,A
A. Elis,22,Honduras,RM,73,65,58,91,90,78,63,72,73,73,72,A
Mario Suárez,31,Spain,LCM,62,79,78,42,58,54,48,80,58,72,80,A
V. Wormgoor,29,Netherlands,RCB,28,63,67,34,37,36,45,64,72,71,87,A
David Silva,32,Spain,LCM,76,93,87,70,64,92,90,72,64,78,52,A
T. Jantschke,28,Germany,LCB,35,72,70,64,64,67,73,48,84,74,72,A
M. Valdifiori,32,Italy,CDM,46,84,84,54,53,65,62,68,63,55,66,A
Raphinha,21,Brazil,RM,75,73,62,88,86,86,82,80,70,87,65,A
Wu Lei,26,China PR,RW,78,74,65,88,86,79,83,76,89,71,54,A
G. Lo Celso,22,Argentina,RCM,73,81,80,72,75,81,81,79,64,80,67,A
L. de Jong,27,Netherlands,ST,79,76,64,53,57,58,59,84,81,83,84,A
R. Bensebaini,23,Algeria,LB,49,72,64,69,68,59,60,49,80,77,79,A
Rubén Duarte,22,Spain,LB,28,77,55,71,72,66,69,50,60,74,71,A
F. Di Francesco,24,Italy,LW,60,77,67,82,83,79,77,74,44,76,65,A
I. Amadou,25,France,CDM,39,76,73,69,73,63,68,75,74,77,82,A
A. del Valle,29,Colombia,RM,76,65,49,79,80,80,79,77,63,76,74,A
André André,28,Portugal,LCM,68,80,76,68,69,74,74,74,70,72,61,A
L. Acosta,24,Argentina,CAM,67,75,68,87,78,91,90,71,57,76,49,A
Edinho,35,Portugal,ST,76,59,44,53,64,61,62,79,76,44,68,A
S. Rode,27,Germany,CDM,55,75,71,69,64,70,74,75,76,68,74,A
K. Laifis,25,Cyprus,LCB,56,71,74,62,67,62,57,74,67,75,72,A
Luiz Felipe,21,Brazil,CB,22,64,58,72,69,43,46,44,68,55,68,A
J. Livermore,28,England,RCM,59,77,73,65,61,65,72,72,69,84,77,A
M. Gregoritsch,24,Austria,CAM,80,77,69,65,68,67,52,84,50,69,79,A
C. Bacca,31,Colombia,LS,84,68,55,73,75,73,77,80,74,66,74,A
C. Kerbrat,31,France,RCB,49,71,66,59,66,60,62,54,71,73,77,A
A. Saint-Maximin,21,France,RS,70,72,68,92,92,93,87,80,68,74,66,A
J. Stanislas,28,England,RM,71,74,67,76,76,75,63,71,44,72,55,A
H. Winks,22,England,CM,54,83,78,75,70,73,78,63,51,78,63,A
S. Bell,26,Germany,RCB,34,66,66,53,61,49,40,65,64,62,85,A
Raúl García,31,Spain,CAM,79,79,80,47,57,66,64,85,76,74,82,A
A. Plea,25,France,LW,82,76,68,78,77,79,78,83,75,82,77,A
B. Johnsen,26,Norway,LS,74,59,53,74,77,74,58,69,77,78,78,A
J. Draxler,24,Germany,CM,78,84,79,78,77,80,75,86,75,69,66,A
Borja Iglesias,25,Spain,ST,80,68,64,65,69,61,69,80,72,75,91,A
G. Bonaventura,28,Italy,CM,70,84,80,75,77,77,77,84,69,84,66,A
A. Peñaranda,21,Venezuela,ST,71,69,56,78,75,77,63,70,60,46,64,A
L. Ocampos,23,Argentina,LM,75,75,70,78,79,77,58,77,76,85,78,A
J. Guðmundsson,27,Iceland,RM,70,78,75,79,77,76,76,84,78,78,70,A
D. Welbeck,27,England,LW,75,75,64,76,83,76,62,78,80,74,75,A
A. Valencia,32,Ecuador,RM,60,81,72,82,85,72,78,85,69,79,79,A
Alberto Moreno,25,Spain,LB,59,74,64,85,87,84,87,80,86,81,61,A
K. Fortounis,25,Greece,CAM,72,77,74,73,77,78,64,74,61,65,66,A
C. Jallet,34,France,LWB,50,76,74,69,72,74,74,70,72,76,68,A
S. De Maio,31,France,CB,20,50,54,61,67,54,54,61,83,63,92,A
Cote,28,Spain,LB,42,76,61,69,75,72,66,69,69,74,66,A
Mata,29,Spain,LS,81,61,49,72,76,66,36,76,64,76,81,A
R. Amalfitano,28,France,RDM,65,76,72,67,63,68,74,56,53,78,46,A
K. Laimer,21,Austria,RB,60,76,68,74,79,73,72,68,69,84,68,A
Sergio León,29,Spain,ST,82,72,34,76,75,81,75,78,77,73,68,A
D. Rice,19,Republic of Ireland,CDM,26,72,71,60,64,46,56,46,72,72,73,A
I. Slimani,30,Algeria,ST,75,72,61,53,58,58,55,78,82,72,82,A
Fabián,22,Spain,LM,79,80,80,69,67,73,66,75,46,73,69,A
A. Ba,27,Senegal,CB,22,58,41,49,53,34,30,58,75,66,80,A
N. Benezet,27,France,LM,72,74,69,78,77,82,86,72,59,62,58,A
J. Marié,26,France,CM,48,74,69,65,56,70,67,69,64,81,64,A
Melendo,20,Spain,RM,73,79,77,69,66,82,90,58,55,67,59,A
Pizzi,28,Portugal,LCM,76,83,84,82,73,77,77,75,67,86,59,A
Hernanes,33,Brazil,RDM,57,82,78,64,59,72,75,85,61,71,72,A
R. Bezus,27,Ukraine,CM,66,74,76,64,63,73,60,72,63,73,69,A
K. Asamoah,29,Ghana,LB,55,81,79,77,77,85,83,84,78,76,75,A
Paulinho,25,Portugal,LS,79,68,44,67,68,60,68,77,80,74,82,A
N. Vukčević,26,Montenegro,CDM,38,77,70,64,56,61,60,69,87,76,75,A
D. Buonanotte,30,Argentina,CAM,62,74,73,91,85,90,94,69,58,63,30,A
I. Strinić,30,Croatia,LB,48,70,66,68,68,69,71,68,69,73,75,A
J. Ralls,24,England,RCM,67,75,74,66,61,71,68,72,49,77,58,A
J. Forrest,26,Scotland,RM,74,72,52,94,92,92,90,70,72,75,64,A
R. Hamouma,31,France,RM,73,77,71,75,73,78,74,70,60,71,60,A
D. Rose,27,England,LB,57,76,66,79,78,69,76,68,75,78,72,A
M. Bolaños,28,Ecuador,RS,72,65,61,87,78,75,83,73,57,74,57,A
W. Katsande,32,Zimbabwe,RCM,59,75,68,68,69,63,74,67,62,81,70,A
T. Vermaelen,32,Belgium,CB,52,80,78,67,64,61,56,78,90,52,79,A
G. van der Wiel,30,Netherlands,RCB,56,75,70,75,76,72,69,74,80,74,74,A
Maicón,28,Brazil,RM,73,73,72,90,89,85,64,74,76,79,71,A
J. Kana-Biyik,28,Cameroon,RCB,20,60,57,63,64,52,56,44,74,70,84,A
L. Rosić,25,Serbia,CB,23,63,50,45,49,44,43,41,68,52,86,A
J. Allen,28,Wales,RDM,68,77,72,71,68,82,91,67,81,91,60,A
F. Zampedri,30,Argentina,LS,75,63,46,68,72,65,61,75,81,68,87,A
C. Löwe,29,Germany,LWB,53,70,67,75,69,73,76,72,76,77,60,A
M. Eggestein,21,Germany,RCM,61,79,77,66,69,74,67,77,53,96,74,A
C. Wilson,26,England,ST,83,71,60,87,89,74,74,76,65,72,75,A
S. Long,31,Republic of Ireland,RS,70,62,49,79,78,68,72,76,94,67,68,A
N. Chalobah,23,England,CDM,55,78,79,62,69,71,65,75,70,69,75,A
J. Boateng,29,Germany,RCB,34,75,83,67,72,56,52,78,74,69,91,A
G. Poblete,25,Argentina,CDM,47,74,70,66,67,74,85,60,74,83,63,A
L. Janson,23,Argentina,CF,72,69,58,77,74,85,82,65,84,69,44,A
B. Bianchi,29,Argentina,RCB,30,68,66,55,62,64,55,52,71,67,79,A
O. Şahan,31,Turkey,LM,68,76,68,76,76,82,71,74,48,84,59,A
David Luiz,31,Brazil,LCB,55,77,77,59,62,69,56,79,78,66,79,A
M. Livaja,24,Croatia,CAM,76,74,39,72,76,62,61,80,78,68,77,A
M. Boselli,33,Argentina,ST,83,70,61,55,55,60,52,74,78,67,81,A
Nélson Oliveira,26,Portugal,ST,72,69,55,64,75,68,67,77,64,67,77,A
Ferrán Torres,18,Spain,RM,72,69,72,77,76,65,66,66,60,63,61,A
E. Johansson,29,Sweden,LCB,41,67,63,47,62,54,46,68,82,74,83,A
Mossoró,34,Brazil,CAM,69,77,72,76,67,78,90,75,74,62,50,A
S. Kagawa,29,Japan,CAM,76,83,72,74,60,87,88,54,65,82,39,A
M. Verratti,25,Italy,LCM,60,90,89,69,62,87,94,56,64,77,52,A
L. Pisculichi,34,Argentina,CAM,68,72,75,66,62,74,79,78,74,52,59,A
M. Diouf,30,Senegal,ST,70,66,44,87,89,77,60,75,86,90,82,A
Dani Alves,35,Brazil,RB,61,81,79,77,79,84,87,86,80,74,55,A
I. Success,22,Nigeria,RM,69,68,55,73,84,68,56,80,80,62,77,A
D. Luckassen,22,Netherlands,CB,48,70,69,75,82,72,70,81,82,78,82,A
P. Schiattarella,31,Italy,CM,60,76,71,78,84,75,70,71,63,79,69,A
C. Mbemba,23,DR Congo,CB,52,63,64,70,75,68,63,79,85,68,83,A
N. Petersen,29,Germany,RS,84,65,49,57,62,64,57,79,66,81,76,A
T. Gebre Selassie,31,Czech Republic,RB,49,76,69,75,75,73,67,62,89,81,67,A
Isco,26,Spain,LW,79,89,83,75,69,87,90,69,64,70,59,A
C. Montes,21,Mexico,LCB,32,64,70,58,67,71,55,50,77,76,79,A
S. Blanco,30,Argentina,LF,69,76,70,76,78,87,79,79,65,85,59,A
S. Meïté,24,France,LCM,48,77,74,67,67,67,54,75,74,81,86,A
Marcos Llorente,23,Spain,CDM,39,84,81,61,59,58,66,58,66,75,72,A
Y. Seleznyov,32,Ukraine,ST,74,66,51,63,47,61,49,79,67,79,81,A
E. Zahavi,30,Israel,LS,83,78,69,73,72,88,72,79,74,74,68,A
J. St. Juste,21,Netherlands,RB,59,70,68,83,82,78,64,66,86,75,72,A
S. Bocchetti,31,Italy,LCB,45,61,66,69,64,68,64,76,82,62,86,A
Leo Caldeirinha,34,Brazil,LAM,72,73,64,76,69,71,81,72,74,72,64,A
J. Toljan,23,Germany,RB,39,75,63,89,92,74,70,49,84,77,66,A
S. Taïder,26,Algeria,LCM,65,80,74,73,76,74,75,81,67,84,74,A
A. Losilla,32,France,RDM,52,74,63,58,62,67,69,62,82,83,73,A
Malcom,21,Brazil,RW,75,82,73,87,82,92,84,85,58,74,64,A
M. Hamšík,30,Slovakia,LCM,79,88,83,69,68,76,66,82,71,84,67,A
A. Young,32,England,LB,64,79,70,77,72,77,76,75,55,75,67,A
C. Théréau,35,France,LW,80,76,60,68,68,69,58,76,72,66,72,A
Y. Mina,23,Colombia,LCB,51,73,52,45,62,53,34,70,70,79,87,A
Sidnei,28,Brazil,LCB,46,70,68,65,63,36,38,61,79,68,90,A
R. Krhin,28,Slovenia,RDM,49,74,68,46,40,45,45,63,52,64,75,A
G. Murray,34,England,ST,83,69,55,34,34,52,71,78,84,55,77,A
D. Mbokani,32,DR Congo,ST,71,70,53,67,73,75,66,79,75,71,84,A
F. Vicari,23,Italy,CB,21,66,57,37,45,45,42,44,72,57,80,A
Alexandre Pato,28,Brazil,ST,80,75,53,84,85,83,69,76,78,67,72,A
T. Cleverley,28,England,CM,64,77,76,63,69,69,75,74,61,77,53,A
K. Gameiro,31,France,ST,78,79,72,86,85,81,77,82,85,75,64,A
M. Brozović,25,Croatia,LDM,69,83,83,69,70,74,74,80,68,84,66,A
B. Embolo,21,Switzerland,ST,74,72,70,76,79,69,73,76,73,71,83,A
M. Yanga-Mbiwa,29,France,CB,23,68,64,65,66,62,62,52,73,67,75,A
C. Bassogog,22,Cameroon,RS,74,64,61,87,90,82,84,75,73,76,64,A
A. Surman,31,England,LCM,63,82,77,59,53,59,72,68,70,72,65,A
L. Milivojević,27,Serbia,RCM,54,79,75,53,59,58,58,79,62,86,82,A
Balenziaga,30,Spain,LB,41,70,69,73,75,68,69,61,78,85,71,A
André Martins,28,Portugal,LDM,62,75,72,81,77,91,90,65,63,72,34,A
B. Ecuélé Manga,29,Gabon,RB,23,62,59,54,58,31,35,43,60,52,81,A
D. Heintz,24,Germany,LCB,23,72,70,55,68,53,49,49,67,69,83,A
B. Ndiaye,27,Senegal,CM,71,75,70,85,85,82,76,80,75,86,77,A
A. Ndiaye Diedhiou,21,Senegal,LM,74,72,60,89,89,86,78,74,83,73,65,A
Montoya,27,Spain,RB,50,73,69,79,79,78,80,82,75,83,68,A
F. Lustenberger,30,Switzerland,RCB,32,75,67,63,53,65,66,47,87,68,68,A
S. Dann,31,England,CB,40,59,58,38,33,42,51,52,66,56,77,A
R. Orsolini,21,Italy,RW,58,76,60,79,77,78,68,76,50,64,66,A
C. Atsu,26,Ghana,LM,64,70,62,92,88,88,92,72,66,68,36,A
N. De Préville,27,France,LW,74,73,69,78,76,79,74,75,68,69,57,A
K. Toko-Ekambi,25,Cameroon,LS,81,69,58,84,83,79,75,78,71,70,77,A
A. Traoré,29,Burkina Faso,CAM,68,70,62,84,82,83,65,72,83,70,68,A
N. Dirar,32,Morocco,RM,62,74,65,78,80,76,65,70,77,75,77,A
J. Pivarić,29,Croatia,LB,58,74,68,78,75,68,71,70,64,77,61,A
O. Toivonen,31,Sweden,LS,78,77,76,51,50,64,51,78,55,76,78,A
L. Jović,20,Serbia,LS,81,72,54,75,77,74,65,79,66,69,76,A
M. Stendera,22,Germany,CM,72,77,71,67,52,78,86,73,52,68,63,A
M. Hummels,29,Germany,LCB,55,81,85,53,64,63,60,71,68,66,84,A
E. Pavez,28,Chile,CM,66,73,71,76,78,79,64,75,82,87,80,A
A. Donis,21,Greece,ST,74,68,50,89,85,78,77,70,69,74,63,A
T. Klose,30,Switzerland,CB,29,66,68,48,46,33,31,64,58,65,84,A
B. Verbič,24,Slovenia,LM,74,75,69,85,81,78,81,70,72,77,72,A
A. Williams,33,Wales,RCB,37,63,73,43,49,52,59,64,68,54,83,A
S. Schaars,34,Netherlands,CDM,61,79,82,34,30,57,65,75,37,54,67,A
Gerard Moreno,26,Spain,LS,83,78,56,77,80,70,69,81,72,72,74,A
B. Mensah,23,Ghana,LDM,67,74,69,82,76,79,66,80,60,58,67,A
Odriozola,22,Spain,RB,45,77,70,80,82,78,79,58,71,80,63,A
J. Mathieu,34,France,LCB,52,73,77,68,74,52,43,80,65,78,89,A
M. Rits,24,Belgium,LM,59,78,71,65,69,69,74,62,53,76,67,A
Jonathan Viera,28,Spain,LF,78,84,78,86,76,89,92,70,88,79,67,A
F. Uduokhai,20,Germany,CB,33,71,59,63,74,64,60,62,68,64,77,A
Luis Milla,23,Spain,RCM,51,77,72,75,73,76,78,67,68,81,63,A
Lucas Pérez,29,Spain,ST,78,75,70,76,78,70,73,82,63,70,69,A
L. Sobiech,27,Germany,CB,48,57,48,45,55,32,33,75,43,60,85,A
Tiago Pinto,30,Portugal,LB,48,72,72,86,79,84,77,76,75,82,64,A
E. Dilaver,27,Austria,LCB,39,67,50,67,72,63,59,63,68,76,74,A
M. Jørgensen,28,Denmark,CB,34,70,62,62,68,59,55,61,74,66,82,A
A. Long,25,United States,RCB,32,71,66,74,80,70,61,48,85,78,80,A
J. Hogg,29,England,CM,54,74,69,69,68,64,72,61,64,89,75,A
J. Mateta,21,France,RS,74,64,41,74,86,63,46,70,75,73,85,A
B. Sanneh,23,Gambia,CB,43,62,56,67,72,67,69,54,90,76,86,A
J. Drmić,25,Switzerland,ST,75,73,63,75,77,69,73,77,72,65,72,A
D. Origi,23,Belgium,ST,75,74,59,76,79,72,64,79,73,65,76,A
S. Radu,31,Romania,LCB,55,71,67,70,68,70,67,79,65,69,74,A
Y. Yazıcı,21,Turkey,RM,71,76,70,70,75,76,69,78,55,80,69,A
N. Radonjić,22,Serbia,LW,62,73,66,86,76,84,64,69,45,62,52,A
Lekue,25,Spain,RB,67,74,67,90,84,70,73,60,69,79,73,A
W. Orban,25,Hungary,RCB,38,66,56,51,53,48,56,37,90,67,85,A
P. Groß,27,Germany,CAM,72,80,81,63,65,66,73,74,70,93,71,A
Y. Salibur,27,France,RM,74,72,67,90,85,82,75,78,77,69,68,A
A. Bertolacci,27,Italy,CM,62,80,76,69,73,77,75,78,65,77,67,A
K. Saief,24,United States,LM,69,72,67,78,77,75,74,73,73,83,64,A
F. Delph,28,England,LB,64,82,76,75,72,87,86,82,67,87,65,A
S. Missiroli,32,Italy,RCM,65,77,73,66,66,63,36,69,64,76,62,A
S. Al Dawsari,26,Saudi Arabia,LM,68,65,60,85,83,82,75,74,44,83,68,A
F. Valverde,19,Uruguay,CM,67,78,81,69,68,51,64,77,49,68,56,A
K. Honda,32,Japan,RM,65,80,80,76,76,75,77,84,83,68,69,A
M. Niang,23,Senegal,LW,68,70,57,85,91,82,65,86,69,64,69,A
W. Barrios,24,Colombia,CDM,30,78,65,76,71,75,73,53,78,93,77,A
G. Nkoudou,23,France,LM,65,73,62,89,88,86,89,67,56,64,60,A
C. Smalling,28,England,RCB,54,63,63,61,74,55,45,42,76,71,87,A
A. Abdennour,28,Tunisia,CB,48,58,62,52,54,60,51,74,77,67,83,A
H. Ziyech,25,Morocco,RAM,68,86,89,76,74,85,78,80,38,86,59,A
E. Banega,30,Argentina,CDM,66,88,87,68,64,79,83,74,57,74,67,A
S. Verdi,25,Italy,RW,67,82,76,88,86,92,90,81,51,75,48,A
Bruma,23,Portugal,LW,71,75,60,94,89,93,90,81,73,77,54,A
A. Sulu,32,Turkey,LCB,44,54,63,66,70,65,73,58,90,72,77,A
Dentinho,29,Brazil,CAM,67,72,61,81,77,75,67,68,55,66,65,A
Marcano,31,Spain,CB,43,76,67,67,69,58,56,65,91,78,77,A
R. Centurión,25,Argentina,RM,72,68,66,91,89,89,88,68,60,91,53,A
Douglas Santos,24,Brazil,LB,49,68,64,77,79,79,79,74,71,77,48,A
A. Kolarov,32,Serbia,LB,55,77,77,73,70,63,58,91,80,84,77,A
